receita_cliente,anuidade_emprestimo,anos_casa_propria,telefone_trab,avaliacao_cidade,score_1,score_2,score_3,score_social,troca_telefone,inadimplente
16855.246324152788,2997.0,12.157323818874069,0,2.0,0.5012129250527902,0.003109326,0.5131714918568087,0.1174278550927779,243.0,1
13500.0,2776.05,12.157323818874069,0,2.0,0.5012129250527902,0.269729533,0.5131714918568087,0.0979,617.0,0
11250.0,2722.188350749274,12.157323818874069,0,3.0,0.701395569,0.5186248226373849,0.700183851,0.1186,9.0,0
27000.0,6750.0,3.0,0,2.0,0.5012129250527902,0.649571095,0.5131714918568087,0.0474,300.0,0
22500.0,3097.8,12.157323818874069,0,2.0,0.440744068,0.50967708,0.5131714918568087,0.0144,2913.0,1
11250.0,2027.25,20.0,1,2.0,0.423192602,0.69682458,0.5131714918568087,0.1174278550927779,302.0,0
11250.0,2407.05,12.157323818874069,0,2.0,0.5012129250527902,0.589832216,0.5131714918568087,0.1174278550927779,2180.0,0
10350.0,3177.45,64.0,0,3.0,0.5012129250527902,0.493299871,0.5131714918568087,0.0722,490.0,0
13500.0,1093.5,6.0,0,2.0,0.33276573,0.664870476,0.5131714918568087,0.1174278550927779,1.0,0
16855.246324152788,1423.35,3.0,0,3.0,0.5012129250527902,0.363901858,0.5131714918568087,0.1174278550927779,696.0,0
16855.246324152788,2482.2,12.157323818874069,0,2.0,0.675587535,0.753684281,0.5131714918568087,0.2649,599.0,0
4815.0,1755.9,12.157323818874069,0,3.0,0.5012129250527902,0.620620135,0.5131714918568087,0.1174278550927779,252.0,0
22500.0,675.0,12.157323818874069,1,2.0,0.301160994,0.5186248226373849,0.5131714918568087,0.0825,1120.0,0
6750.0,3459.6,15.0,1,3.0,0.666288678,0.216801025,0.5131714918568087,0.1174278550927779,584.0,0
23400.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.578038349,0.5131714918568087,0.1174278550927779,447.0,0
27000.0,2470.5,12.157323818874069,1,1.0,0.5012129250527902,0.747441166,0.5131714918568087,0.2052,962.1060562474618,0
15750.0,3165.3,12.157323818874069,1,2.0,0.5012129250527902,0.720891022,0.5131714918568087,0.1174278550927779,2026.0,0
33750.0,1642.05,12.157323818874069,1,2.0,0.5012129250527902,0.784498283,0.5131714918568087,0.0907,1785.0,0
18000.0,2335.5,1.0,0,2.0,0.391262488,0.449512806,0.5131714918568087,0.0619,1507.0,1
18450.0,2722.188350749274,28.0,0,3.0,0.663497862,0.741341647,0.5131714918568087,0.1031,2712.0,0
22500.0,3276.0,12.157323818874069,0,2.0,0.491150973,0.232621258,0.5131714918568087,0.0082,160.0,0
13500.0,3505.95,12.157323818874069,0,2.0,0.5012129250527902,0.57866227,0.5131714918568087,0.0691,1962.0,0
11250.0,1350.0,12.157323818874069,1,3.0,0.5012129250527902,0.762121682,0.5131714918568087,0.0722,483.0,0
27000.0,3149.1,12.157323818874069,1,2.0,0.5012129250527902,0.263003692,0.5131714918568087,0.1174278550927779,0.0,0
9000.0,2196.9,12.157323818874069,0,2.0,0.5012129250527902,0.710794583,0.5131714918568087,0.0979,0.0,0
13500.0,3561.75,12.157323818874069,0,2.0,0.5012129250527902,0.555177761,0.5131714918568087,0.1174278550927779,258.0,1
20250.0,4761.45,12.157323818874069,0,2.0,0.429669959,0.37925985,0.5131714918568087,0.0804,628.0,1
18000.0,990.9,17.0,1,3.0,0.5012129250527902,0.44660877,0.5131714918568087,0.1174278550927779,516.0,0
22500.0,2722.188350749274,8.0,1,2.0,0.5012129250527902,0.194215112,0.5131714918568087,0.1423,0.0,1
13500.0,2722.188350749274,12.157323818874069,0,2.030038427084816,0.5012129250527902,0.751048308,0.5131714918568087,0.2289,3161.0,0
11250.0,900.0,12.157323818874069,0,2.0,0.5012129250527902,0.467029746,0.5131714918568087,0.0082,856.0,1
31500.0,5701.5,9.0,0,2.0,0.686009809,0.69001429,0.5131714918568087,0.1289,718.0,0
24750.0,3645.9,12.157323818874069,0,1.0,0.5012129250527902,0.643067893,0.5131714918568087,0.1174278550927779,2506.0,0
13500.0,2722.188350749274,12.157323818874069,0,1.0,0.5012129250527902,0.738665833,0.247190938,0.1485,667.0,1
20250.0,2621.7,12.157323818874069,0,1.0,0.791284016,0.5186248226373849,0.5131714918568087,0.066,1663.0,1
21150.0,7096.5,12.157323818874069,1,3.0,0.358013271,0.553919136,0.5131714918568087,0.1174278550927779,1835.0,0
16855.246324152788,3645.9,12.157323818874069,0,2.0,0.5012129250527902,0.5186248226373849,0.5131714918568087,0.1174278550927779,1276.0,1
18000.0,3141.0,6.0,0,1.0,0.829128601,0.595296466,0.5131714918568087,0.1392,284.0,0
13500.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.44777104,0.5131714918568087,0.0165,962.1060562474618,1
15750.0,2138.4,12.157323818874069,0,3.0,0.5012129250527902,0.324729873,0.5131714918568087,0.1794,303.0,0
22500.0,4279.05,12.157323818874069,0,1.0,0.5012129250527902,0.109407324,0.5131714918568087,0.1052,0.0,0
27000.0,5767.65,12.157323818874069,1,1.0,0.5012129250527902,0.68545435,0.5131714918568087,0.1325,822.0,0
15750.0,2722.188350749274,12.157323818874069,1,2.0,0.188233236,0.535096212,0.5131714918568087,0.1174278550927779,575.0,0
31500.0,4337.1,12.157323818874069,0,1.0,0.473806619,0.679050036,0.5131714918568087,0.1174278550927779,1851.0,0
9000.0,713.7,12.157323818874069,1,2.0,0.5012129250527902,0.63535215,0.5131714918568087,0.0278,1823.0,0
6300.0,1374.75,12.157323818874069,0,3.0,0.43319563,0.310920501,0.5131714918568087,0.1174278550927779,627.0,1
13050.0,2352.6,10.0,0,2.0,0.5012129250527902,0.537081231,0.5131714918568087,0.1174278550927779,913.0,0
4500.0,1986.75,12.157323818874069,0,2.0,0.5012129250527902,0.496880327,0.5131714918568087,0.1174278550927779,329.0,0
24750.0,2130.75,12.157323818874069,0,1.0,0.5012129250527902,0.621752199,0.5131714918568087,0.2227,0.0,0
15750.0,1790.55,12.157323818874069,1,2.0,0.372172566,0.148700634,0.5131714918568087,0.1174278550927779,2780.0,0
13500.0,3274.65,3.0,0,2.0,0.5012129250527902,0.605866012,0.5131714918568087,0.1174278550927779,487.0,1
24750.0,3686.4,12.157323818874069,0,1.0,0.857387686,0.737909517,0.5131714918568087,0.1174278550927779,1310.0,0
11250.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.299211195,0.5131714918568087,0.0825,2.0,1
11250.0,1987.65,12.157323818874069,0,2.0,0.5012129250527902,0.751060574,0.5131714918568087,0.0515,1915.0,1
36000.0,2730.15,13.0,0,2.0,0.5012129250527902,0.628684846,0.5131714918568087,0.1174278550927779,3607.0,0
13500.0,2722.188350749274,13.0,0,3.0,0.487833214,0.524943007,0.5131714918568087,0.1174278550927779,1501.0,0
6750.0,675.0,12.157323818874069,0,3.0,0.5012129250527902,0.347347492,0.5131714918568087,0.1175,0.0,1
18000.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.723759455,0.5131714918568087,0.1608,764.0,0
17100.0,2950.65,12.157323818874069,1,2.0,0.548594431,0.651619127,0.5131714918568087,0.1174278550927779,1908.0,0
16855.246324152788,3289.5,12.157323818874069,0,2.0,0.5012129250527902,0.66043678,0.5131714918568087,0.0619,252.0,0
4500.0,945.9,12.157323818874069,0,2.0,0.5012129250527902,0.204577654,0.5131714918568087,0.0082,0.0,1
8100.0,1973.7,5.0,1,2.0,0.5012129250527902,0.59672863,0.5131714918568087,0.1174278550927779,0.0,1
20250.0,2600.1,12.157323818874069,0,3.0,0.65596951,0.411955481,0.5131714918568087,0.1174278550927779,1144.0,1
16855.246324152788,3645.9,12.157323818874069,0,1.0,0.5012129250527902,0.714011441,0.5131714918568087,0.1237,343.0,0
16855.246324152788,2996.1,12.157323818874069,0,3.0,0.559137294,0.605113821,0.5131714918568087,0.1227,1067.0,0
11250.0,3424.95,12.157323818874069,0,2.0,0.5012129250527902,0.517696297,0.5131714918568087,0.1174278550927779,2263.0,0
20700.0,2913.75,12.157323818874069,0,2.0,0.311784886,0.392155046,0.5131714918568087,0.1186,1419.0,0
13500.0,1864.35,12.0,0,2.0,0.5012129250527902,0.574172038,0.5131714918568087,0.1174278550927779,1500.0,1
11250.0,3429.9,12.157323818874069,1,2.0,0.374552964,0.40860109,0.5131714918568087,0.3392,2636.0,0
18000.0,3323.7,12.157323818874069,1,1.0,0.474381849,0.701525089,0.5131714918568087,0.1474,887.0,0
29250.0,2722.188350749274,7.0,0,2.030038427084816,0.433686213,0.687966582,0.5131714918568087,0.1174278550927779,1267.0,0
18000.0,2962.8,3.0,0,2.0,0.706001404,0.544895063,0.5131714918568087,0.1174278550927779,375.0,0
16650.0,1912.5,12.157323818874069,1,2.0,0.290950369,0.5186248226373849,0.5131714918568087,0.1031,1550.0,0
12600.0,4416.75,12.157323818874069,1,1.0,0.520911528,0.287234622,0.5131714918568087,0.0247,349.0,0
7650.0,1309.5,13.0,0,3.0,0.251845149,0.012191064,0.5131714918568087,0.1174278550927779,1244.0,0
11250.0,2722.188350749274,12.157323818874069,1,2.0,0.5012129250527902,0.597770126,0.5131714918568087,0.1174278550927779,2457.0,1
31500.0,1804.05,12.157323818874069,0,2.0,0.5012129250527902,0.520382103,0.5131714918568087,0.1174278550927779,381.0,0
13500.0,4254.75,12.157323818874069,0,2.0,0.532000041,0.725326251,0.5131714918568087,0.134,1810.0,0
20250.0,2722.188350749274,7.0,1,2.0,0.471502005,0.67397261,0.5131714918568087,0.1515,1138.0,0
24750.0,4520.25,6.0,0,2.0,0.5012129250527902,0.51386784,0.5131714918568087,0.1174278550927779,882.0,0
18000.0,2722.188350749274,12.157323818874069,0,1.0,0.5012129250527902,0.650108495,0.470456116,0.1735,2569.0,0
22500.0,2722.188350749274,12.157323818874069,0,2.0,0.222790131,0.265977224,0.591976618,0.1174278550927779,264.0,1
13500.0,2722.188350749274,12.157323818874069,1,2.0,0.316058888,0.081593769,0.5131714918568087,0.0598,2013.0,0
6750.0,2722.188350749274,12.0,0,2.0,0.069787588,0.048168035,0.5131714918568087,0.1174278550927779,1738.0,0
15750.0,3252.15,2.0,1,2.0,0.5012129250527902,0.554578246,0.5131714918568087,0.1052,633.0,0
27900.0,2722.188350749274,6.0,1,1.0,0.5012129250527902,0.690173298,0.5131714918568087,0.1021,663.0,1
12600.0,2987.55,8.0,0,2.0,0.5012129250527902,0.463917602,0.5131714918568087,0.1174278550927779,932.0,0
31500.0,900.0,18.0,0,2.0,0.619944721,0.538635798,0.5131714918568087,0.1485,761.0,0
24300.0,5133.6,12.157323818874069,0,2.0,0.20564884,0.624304737,0.5131714918568087,0.1174278550927779,223.0,0
22500.0,1350.0,12.157323818874069,0,2.0,0.5012129250527902,0.205033508,0.5131714918568087,0.0052,400.0,0
11250.0,1468.35,12.157323818874069,1,2.0,0.487404761,0.415365863,0.5131714918568087,0.0196,392.0,1
18000.0,1493.1,12.157323818874069,1,2.0,0.468307101,0.663460864,0.5131714918568087,0.1174278550927779,458.0,1
16855.246324152788,2133.9,2.0,0,2.0,0.293356018,0.275535847,0.5131714918568087,0.1174278550927779,1156.0,0
12150.0,2709.45,12.157323818874069,1,2.0,0.14590721,0.329055461,0.5131714918568087,0.1174278550927779,392.0,1
45000.0,4599.9,0.0,1,2.0,0.574037838,0.752773803,0.5131714918568087,0.4938,1626.0,0
11250.0,2722.188350749274,8.0,0,2.0,0.435986719,0.273828018,0.5131714918568087,0.1174278550927779,327.0,0
13500.0,2848.5,4.0,0,2.030038427084816,0.140906192,0.715567296,0.5131714918568087,0.1174278550927779,1015.0,0
20250.0,1875.6,14.0,0,2.0,0.312585871,0.710290859,0.5131714918568087,0.1174278550927779,1215.0,0
27000.0,2722.188350749274,19.0,0,2.0,0.5012129250527902,0.013147727,0.5131714918568087,0.401,0.0,0
13500.0,1616.4,12.157323818874069,0,2.0,0.5012129250527902,0.752989433,0.5131714918568087,0.1742,1810.0,0
31500.0,4034.7,12.157323818874069,1,1.0,0.794156949,0.735810694,0.5131714918568087,0.1495,885.0,0
31500.0,3010.95,12.157323818874069,0,1.0,0.403281918,0.629031904,0.5131714918568087,0.1174278550927779,1152.0,0
27000.0,4050.0,4.0,1,1.0,0.5012129250527902,0.691154407,0.5131714918568087,0.1174278550927779,209.0,0
30150.0,2722.188350749274,7.0,1,2.0,0.786992086,0.745371585,0.499272015,0.1031,2253.0,0
11250.0,1363.95,12.157323818874069,0,2.0,0.5012129250527902,0.440811809,0.5131714918568087,0.1174278550927779,0.0,0
11250.0,2343.15,12.157323818874069,1,2.0,0.930652148,0.470520345,0.5131714918568087,0.2928,1658.0,0
16855.246324152788,2742.3,12.157323818874069,1,3.0,0.209909089,0.203561827,0.5131714918568087,0.0237,0.0,0
9000.0,2911.05,12.157323818874069,0,2.0,0.409504235,0.501762217,0.5131714918568087,0.1174278550927779,1768.0,1
22500.0,2722.188350749274,12.157323818874069,0,2.0,0.589517619,0.036575328,0.583237926,0.1174278550927779,492.0,0
21150.0,2722.188350749274,12.157323818874069,1,2.0,0.343162361,0.587619015,0.5131714918568087,0.1174278550927779,629.0,0
16855.246324152788,4342.95,12.157323818874069,0,3.0,0.5012129250527902,0.411913103,0.5131714918568087,0.1174278550927779,1725.0,1
11250.0,2337.75,28.0,0,2.0,0.5012129250527902,0.153570573,0.5131714918568087,0.1174278550927779,2518.0,0
12600.0,2106.0,12.157323818874069,1,2.0,0.5012129250527902,0.162144568,0.5131714918568087,0.1174278550927779,274.0,0
15750.0,3692.7,12.157323818874069,0,2.0,0.5012129250527902,0.696746038,0.5131714918568087,0.3732,1242.0,0
15750.0,4510.8,12.157323818874069,0,2.0,0.5012129250527902,0.470378702,0.5131714918568087,0.1155,352.0,1
